genesymbol,collection,geneset
TRIB1,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
ATP2B1,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
ATP2B1,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
SAT1,hallmark,HALLMARK_APOPTOSIS
SAT1,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
SAT1,hallmark,HALLMARK_ANDROGEN_RESPONSE
SAT1,hallmark,HALLMARK_P53_PATHWAY
SAT1,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
NR4A3,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
TUBB2A,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
FOS,hallmark,HALLMARK_HYPOXIA
FOS,hallmark,HALLMARK_P53_PATHWAY
FOS,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
PLEK,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
PLEK,hallmark,HALLMARK_COAGULATION
PLEK,hallmark,HALLMARK_COMPLEMENT
EGR2,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
IFIT2,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
IFIT2,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
IFIT2,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
DUSP5,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
DUSP5,hallmark,HALLMARK_COMPLEMENT
EFNA1,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
EFNA1,hallmark,HALLMARK_HYPOXIA
SQSTM1,hallmark,HALLMARK_APOPTOSIS
SQSTM1,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
PLK2,hallmark,HALLMARK_P53_PATHWAY
PLK2,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
TNIP1,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
IER5,hallmark,HALLMARK_P53_PATHWAY
IER5,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
F3,hallmark,HALLMARK_HYPOXIA
F3,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
F3,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
F3,hallmark,HALLMARK_COAGULATION
F3,hallmark,HALLMARK_COMPLEMENT
TNIP2,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
CD44,hallmark,HALLMARK_APOPTOSIS
CD44,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
CD44,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
CD44,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
CD44,hallmark,HALLMARK_IL2_STAT5_SIGNALING
CD44,hallmark,HALLMARK_GLYCOLYSIS
MCL1,hallmark,HALLMARK_APOPTOSIS
MCL1,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
EGR1,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
TGIF1,hallmark,HALLMARK_TGF_BETA_SIGNALING
TGIF1,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
PLPP3,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
MXD1,hallmark,HALLMARK_P53_PATHWAY
MXD1,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
MXD1,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
MXD1,hallmark,HALLMARK_IL2_STAT5_SIGNALING
NINJ1,hallmark,HALLMARK_P53_PATHWAY
NINJ1,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
PLAUR,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
PLAUR,hallmark,HALLMARK_HYPOXIA
PLAUR,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
PLAUR,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
PLAUR,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
PLAUR,hallmark,HALLMARK_COMPLEMENT
KYNU,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
KYNU,hallmark,HALLMARK_COMPLEMENT
SERPINB8,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
TNF,hallmark,HALLMARK_APOPTOSIS
TNF,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
TNF,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
TNF,hallmark,HALLMARK_ALLOGRAFT_REJECTION
SIK1,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
LIF,hallmark,HALLMARK_P53_PATHWAY
LIF,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
LIF,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
LIF,hallmark,HALLMARK_IL2_STAT5_SIGNALING
LIF,hallmark,HALLMARK_ALLOGRAFT_REJECTION
SNN,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
NFKBIA,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
NFKBIA,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
NFKBIA,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
MAFF,hallmark,HALLMARK_HYPOXIA
MAFF,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
MAFF,hallmark,HALLMARK_IL2_STAT5_SIGNALING
MAFF,hallmark,HALLMARK_COAGULATION
MAFF,hallmark,HALLMARK_COMPLEMENT
PANX1,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
ZFP36,hallmark,HALLMARK_HYPOXIA
ZFP36,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
BTG2,hallmark,HALLMARK_APOPTOSIS
BTG2,hallmark,HALLMARK_P53_PATHWAY
BTG2,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
BTG2,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
REL,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
IL18,hallmark,HALLMARK_APOPTOSIS
IL18,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
IL18,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
IL18,hallmark,HALLMARK_ALLOGRAFT_REJECTION
GEM,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
GEM,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
CCND1,hallmark,HALLMARK_APOPTOSIS
CCND1,hallmark,HALLMARK_ANDROGEN_RESPONSE
CCND1,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
INHBA,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
INHBA,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
INHBA,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
INHBA,hallmark,HALLMARK_ALLOGRAFT_REJECTION
CFLAR,hallmark,HALLMARK_APOPTOSIS
CFLAR,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
TNFRSF9,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
TNFRSF9,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
TNFRSF9,hallmark,HALLMARK_IL2_STAT5_SIGNALING
RNF19B,hallmark,HALLMARK_P53_PATHWAY
RNF19B,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
ZC3H12A,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
MAP2K3,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
CLCF1,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
CD80,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
CD80,hallmark,HALLMARK_ALLOGRAFT_REJECTION
CXCL1,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
CXCL1,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
CXCL1,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
CXCL1,hallmark,HALLMARK_COMPLEMENT
NR4A2,hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB
MIF,hallmark,HALLMARK_FATTY_ACID_METABOLISM
MIF,hallmark,HALLMARK_HYPOXIA
MIF,hallmark,HALLMARK_GLYCOLYSIS
DCN,hallmark,HALLMARK_APOPTOSIS
DCN,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
DCN,hallmark,HALLMARK_HYPOXIA
DCN,hallmark,HALLMARK_GLYCOLYSIS
GLRX,hallmark,HALLMARK_HYPOXIA
GLRX,hallmark,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY
GLRX,hallmark,HALLMARK_GLYCOLYSIS
AK4,hallmark,HALLMARK_HYPOXIA
AK4,hallmark,HALLMARK_GLYCOLYSIS
ETS1,hallmark,HALLMARK_HYPOXIA
ETS1,hallmark,HALLMARK_ALLOGRAFT_REJECTION
ANGPTL4,hallmark,HALLMARK_HYPOXIA
ANGPTL4,hallmark,HALLMARK_GLYCOLYSIS
PIM1,hallmark,HALLMARK_HYPOXIA
PIM1,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
PIM1,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
PIM1,hallmark,HALLMARK_IL2_STAT5_SIGNALING
PIM1,hallmark,HALLMARK_COMPLEMENT
HOXB9,hallmark,HALLMARK_HYPOXIA
PGAM2,hallmark,HALLMARK_HYPOXIA
PGAM2,hallmark,HALLMARK_GLYCOLYSIS
FAM162A,hallmark,HALLMARK_P53_PATHWAY
FAM162A,hallmark,HALLMARK_HYPOXIA
FAM162A,hallmark,HALLMARK_GLYCOLYSIS
SLC25A1,hallmark,HALLMARK_HYPOXIA
MYH9,hallmark,HALLMARK_HYPOXIA
MYH9,hallmark,HALLMARK_APICAL_JUNCTION
CASP6,hallmark,HALLMARK_APOPTOSIS
CASP6,hallmark,HALLMARK_HYPOXIA
CASP6,hallmark,HALLMARK_GLYCOLYSIS
CDKN1B,hallmark,HALLMARK_APOPTOSIS
CDKN1B,hallmark,HALLMARK_HYPOXIA
GPC4,hallmark,HALLMARK_HYPOXIA
GPC4,hallmark,HALLMARK_GLYCOLYSIS
EXT1,hallmark,HALLMARK_HYPOXIA
EXT1,hallmark,HALLMARK_GLYCOLYSIS
TGFB3,hallmark,HALLMARK_HYPOXIA
TES,hallmark,HALLMARK_HYPOXIA
MT1E,hallmark,HALLMARK_HYPOXIA
RRAGD,hallmark,HALLMARK_HYPOXIA
RRAGD,hallmark,HALLMARK_IL2_STAT5_SIGNALING
RRAGD,hallmark,HALLMARK_GLYCOLYSIS
GAA,hallmark,HALLMARK_HYPOXIA
PKP1,hallmark,HALLMARK_HYPOXIA
EGFR,hallmark,HALLMARK_HYPOXIA
EGFR,hallmark,HALLMARK_PROTEIN_SECRETION
EGFR,hallmark,HALLMARK_APICAL_JUNCTION
EGFR,hallmark,HALLMARK_GLYCOLYSIS
EGFR,hallmark,HALLMARK_ALLOGRAFT_REJECTION
MT2A,hallmark,HALLMARK_HYPOXIA
MT2A,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
CAV1,hallmark,HALLMARK_APOPTOSIS
CAV1,hallmark,HALLMARK_HYPOXIA
CXCR4,hallmark,HALLMARK_HYPOXIA
CXCR4,hallmark,HALLMARK_GLYCOLYSIS
SCARB1,hallmark,HALLMARK_HYPOXIA
LARGE1,hallmark,HALLMARK_HYPOXIA
IGFBP3,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
IGFBP3,hallmark,HALLMARK_HYPOXIA
IGFBP3,hallmark,HALLMARK_GLYCOLYSIS
NAGK,hallmark,HALLMARK_HYPOXIA
GAPDH,hallmark,HALLMARK_HYPOXIA
GRHPR,hallmark,HALLMARK_FATTY_ACID_METABOLISM
GRHPR,hallmark,HALLMARK_HYPOXIA
IDS,hallmark,HALLMARK_HYPOXIA
SDC3,hallmark,HALLMARK_APICAL_JUNCTION
SDC3,hallmark,HALLMARK_HYPOXIA
SDC3,hallmark,HALLMARK_GLYCOLYSIS
IGFBP1,hallmark,HALLMARK_HYPOXIA
PYGM,hallmark,HALLMARK_HYPOXIA
ADM,hallmark,HALLMARK_HYPOXIA
ADM,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
ZNF292,hallmark,HALLMARK_HYPOXIA
ZNF292,hallmark,HALLMARK_GLYCOLYSIS
MAP3K1,hallmark,HALLMARK_HYPOXIA
P4HA1,hallmark,HALLMARK_IL2_STAT5_SIGNALING
P4HA1,hallmark,HALLMARK_HYPOXIA
P4HA1,hallmark,HALLMARK_GLYCOLYSIS
CAVIN3,hallmark,HALLMARK_HYPOXIA
SLC2A5,hallmark,HALLMARK_HYPOXIA
COL5A1,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
COL5A1,hallmark,HALLMARK_HYPOXIA
COL5A1,hallmark,HALLMARK_GLYCOLYSIS
CSRP2,hallmark,HALLMARK_HYPOXIA
PLIN2,hallmark,HALLMARK_HYPOXIA
PLIN2,hallmark,HALLMARK_IL2_STAT5_SIGNALING
P4HA2,hallmark,HALLMARK_HYPOXIA
P4HA2,hallmark,HALLMARK_GLYCOLYSIS
PGM1,hallmark,HALLMARK_HYPOXIA
GYS1,hallmark,HALLMARK_HYPOXIA
GYS1,hallmark,HALLMARK_GLYCOLYSIS
STBD1,hallmark,HALLMARK_HYPOXIA
LALBA,hallmark,HALLMARK_HYPOXIA
VHL,hallmark,HALLMARK_HYPOXIA
WSB1,hallmark,HALLMARK_HYPOXIA
NDRG1,hallmark,HALLMARK_ANDROGEN_RESPONSE
NDRG1,hallmark,HALLMARK_HYPOXIA
NDRG1,hallmark,HALLMARK_P53_PATHWAY
NDRG1,hallmark,HALLMARK_IL2_STAT5_SIGNALING
HEXA,hallmark,HALLMARK_HYPOXIA
FOXO3,hallmark,HALLMARK_HYPOXIA
FOXO3,hallmark,HALLMARK_P53_PATHWAY
VLDLR,hallmark,HALLMARK_HYPOXIA
VLDLR,hallmark,HALLMARK_GLYCOLYSIS
S100A4,hallmark,HALLMARK_ANGIOGENESIS
S100A4,hallmark,HALLMARK_HYPOXIA
S100A4,hallmark,HALLMARK_P53_PATHWAY
SAP30,hallmark,HALLMARK_HYPOXIA
SAP30,hallmark,HALLMARK_GLYCOLYSIS
JMJD6,hallmark,HALLMARK_HYPOXIA
GCK,hallmark,HALLMARK_HYPOXIA
BCAN,hallmark,HALLMARK_HYPOXIA
TPI1,hallmark,HALLMARK_HYPOXIA
TPI1,hallmark,HALLMARK_GLYCOLYSIS
CCN5,hallmark,HALLMARK_HYPOXIA
PGF,hallmark,HALLMARK_HYPOXIA
PCK1,hallmark,HALLMARK_HYPOXIA
HK2,hallmark,HALLMARK_HYPOXIA
HK2,hallmark,HALLMARK_IL2_STAT5_SIGNALING
HK2,hallmark,HALLMARK_GLYCOLYSIS
GCNT2,hallmark,HALLMARK_HYPOXIA
STC1,hallmark,HALLMARK_ANGIOGENESIS
STC1,hallmark,HALLMARK_HYPOXIA
STC1,hallmark,HALLMARK_GLYCOLYSIS
PAM,hallmark,HALLMARK_HYPOXIA
PAM,hallmark,HALLMARK_PROTEIN_SECRETION
PAM,hallmark,HALLMARK_GLYCOLYSIS
SDC2,hallmark,HALLMARK_HYPOXIA
SDC2,hallmark,HALLMARK_GLYCOLYSIS
LOX,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
LOX,hallmark,HALLMARK_HYPOXIA
ALDOA,hallmark,HALLMARK_FATTY_ACID_METABOLISM
ALDOA,hallmark,HALLMARK_HYPOXIA
ALDOA,hallmark,HALLMARK_GLYCOLYSIS
DTNA,hallmark,HALLMARK_HYPOXIA
TGFBI,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
TGFBI,hallmark,HALLMARK_HYPOXIA
TGFBI,hallmark,HALLMARK_APICAL_JUNCTION
TGFBI,hallmark,HALLMARK_GLYCOLYSIS
FBP1,hallmark,HALLMARK_HYPOXIA
PDK3,hallmark,HALLMARK_HYPOXIA
PDK3,hallmark,HALLMARK_GLYCOLYSIS
PDK3,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
TGM2,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
TGM2,hallmark,HALLMARK_HYPOXIA
TGM2,hallmark,HALLMARK_IL2_STAT5_SIGNALING
CCNG2,hallmark,HALLMARK_HYPOXIA
RORA,hallmark,HALLMARK_HYPOXIA
RORA,hallmark,HALLMARK_IL2_STAT5_SIGNALING
KDELR3,hallmark,HALLMARK_HYPOXIA
KDELR3,hallmark,HALLMARK_GLYCOLYSIS
ALDOC,hallmark,HALLMARK_HYPOXIA
ALDOC,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
CDKN1C,hallmark,HALLMARK_TGF_BETA_SIGNALING
CDKN1C,hallmark,HALLMARK_IL2_STAT5_SIGNALING
CDKN1C,hallmark,HALLMARK_HYPOXIA
SLC6A6,hallmark,HALLMARK_HYPOXIA
UGP2,hallmark,HALLMARK_HYPOXIA
UGP2,hallmark,HALLMARK_GLYCOLYSIS
BGN,hallmark,HALLMARK_APOPTOSIS
BGN,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
BGN,hallmark,HALLMARK_HYPOXIA
EFNA3,hallmark,HALLMARK_HYPOXIA
EFNA3,hallmark,HALLMARK_GLYCOLYSIS
PHKG1,hallmark,HALLMARK_HYPOXIA
PGM2,hallmark,HALLMARK_HYPOXIA
PGM2,hallmark,HALLMARK_GLYCOLYSIS
SLC37A4,hallmark,HALLMARK_HYPOXIA
SLC37A4,hallmark,HALLMARK_GLYCOLYSIS
PKLR,hallmark,HALLMARK_HYPOXIA
CAVIN1,hallmark,HALLMARK_HYPOXIA
HMOX1,hallmark,HALLMARK_APOPTOSIS
HMOX1,hallmark,HALLMARK_HYPOXIA
HMOX1,hallmark,HALLMARK_P53_PATHWAY
HMOX1,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
ERO1A,hallmark,HALLMARK_HYPOXIA
ERO1A,hallmark,HALLMARK_GLYCOLYSIS
SELENBP1,hallmark,HALLMARK_HYPOXIA
SULT2B1,hallmark,HALLMARK_BILE_ACID_METABOLISM
SULT2B1,hallmark,HALLMARK_HYPOXIA
ENO1,hallmark,HALLMARK_HYPOXIA
ENO1,hallmark,HALLMARK_GLYCOLYSIS
NDST2,hallmark,HALLMARK_HYPOXIA
CHST2,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
CHST2,hallmark,HALLMARK_HYPOXIA
CHST2,hallmark,HALLMARK_GLYCOLYSIS
BCL2,hallmark,HALLMARK_HYPOXIA
BCL2,hallmark,HALLMARK_IL2_STAT5_SIGNALING
STC2,hallmark,HALLMARK_HYPOXIA
STC2,hallmark,HALLMARK_GLYCOLYSIS
ENO2,hallmark,HALLMARK_APOPTOSIS
ENO2,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
ENO2,hallmark,HALLMARK_FATTY_ACID_METABOLISM
ENO2,hallmark,HALLMARK_HYPOXIA
ENO2,hallmark,HALLMARK_GLYCOLYSIS
CITED2,hallmark,HALLMARK_HYPOXIA
CITED2,hallmark,HALLMARK_GLYCOLYSIS
GPC1,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
GPC1,hallmark,HALLMARK_HYPOXIA
GPC1,hallmark,HALLMARK_GLYCOLYSIS
KLHL24,hallmark,HALLMARK_HYPOXIA
SIAH2,hallmark,HALLMARK_HYPOXIA
CCN2,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
CCN2,hallmark,HALLMARK_HYPOXIA
HSPA5,hallmark,HALLMARK_HYPOXIA
HSPA5,hallmark,HALLMARK_GLYCOLYSIS
HSPA5,hallmark,HALLMARK_COMPLEMENT
RBPJ,hallmark,HALLMARK_HYPOXIA
HS3ST1,hallmark,HALLMARK_HYPOXIA
NCAN,hallmark,HALLMARK_HYPOXIA
SRPX,hallmark,HALLMARK_HYPOXIA
NDST1,hallmark,HALLMARK_HYPOXIA
KIF5A,hallmark,HALLMARK_HYPOXIA
HDLBP,hallmark,HALLMARK_HYPOXIA
HDLBP,hallmark,HALLMARK_GLYCOLYSIS
LDHA,hallmark,HALLMARK_FATTY_ACID_METABOLISM
LDHA,hallmark,HALLMARK_HYPOXIA
LDHA,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
LDHA,hallmark,HALLMARK_GLYCOLYSIS
HAS1,hallmark,HALLMARK_HYPOXIA
ERRFI1,hallmark,HALLMARK_HYPOXIA
ERRFI1,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
PLAC8,hallmark,HALLMARK_HYPOXIA
BNIP3L,hallmark,HALLMARK_APOPTOSIS
BNIP3L,hallmark,HALLMARK_HYPOXIA
CHST3,hallmark,HALLMARK_HYPOXIA
TMEM45A,hallmark,HALLMARK_HYPOXIA
TKTL1,hallmark,HALLMARK_HYPOXIA
TKTL1,hallmark,HALLMARK_GLYCOLYSIS
ATP7A,hallmark,HALLMARK_PROTEIN_SECRETION
ATP7A,hallmark,HALLMARK_HYPOXIA
PPP1R3C,hallmark,HALLMARK_HYPOXIA
TPBG,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
TPBG,hallmark,HALLMARK_HYPOXIA
TPBG,hallmark,HALLMARK_GLYCOLYSIS
GALK1,hallmark,HALLMARK_HYPOXIA
GALK1,hallmark,HALLMARK_GLYCOLYSIS
GPI,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
GPI,hallmark,HALLMARK_HYPOXIA
PDGFB,hallmark,HALLMARK_HYPOXIA
PDGFB,hallmark,HALLMARK_COAGULATION
PDGFB,hallmark,HALLMARK_COMPLEMENT
PGK1,hallmark,HALLMARK_HYPOXIA
PGK1,hallmark,HALLMARK_GLYCOLYSIS
XPNPEP1,hallmark,HALLMARK_HYPOXIA
XPNPEP1,hallmark,HALLMARK_COMPLEMENT
ISG20,hallmark,HALLMARK_APOPTOSIS
ISG20,hallmark,HALLMARK_HYPOXIA
ISG20,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
ISG20,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
ISG20,hallmark,HALLMARK_GLYCOLYSIS
PPFIA4,hallmark,HALLMARK_HYPOXIA
PPFIA4,hallmark,HALLMARK_GLYCOLYSIS
PFKL,hallmark,HALLMARK_HYPOXIA
LDHC,hallmark,HALLMARK_HYPOXIA
LDHC,hallmark,HALLMARK_GLYCOLYSIS
ALDOB,hallmark,HALLMARK_HYPOXIA
ALDOB,hallmark,HALLMARK_GLYCOLYSIS
ANXA2,hallmark,HALLMARK_HYPOXIA
ANKZF1,hallmark,HALLMARK_HYPOXIA
ANKZF1,hallmark,HALLMARK_GLYCOLYSIS
B3GALT6,hallmark,HALLMARK_HYPOXIA
B3GALT6,hallmark,HALLMARK_GLYCOLYSIS
PRKCA,hallmark,HALLMARK_HYPOXIA
MXI1,hallmark,HALLMARK_HYPOXIA
MXI1,hallmark,HALLMARK_GLYCOLYSIS
ILVBL,hallmark,HALLMARK_HYPOXIA
AKAP12,hallmark,HALLMARK_ANDROGEN_RESPONSE
AKAP12,hallmark,HALLMARK_HYPOXIA
PDK1,hallmark,HALLMARK_HYPOXIA
AMPD3,hallmark,HALLMARK_HYPOXIA
DDIT4,hallmark,HALLMARK_HYPOXIA
DDIT4,hallmark,HALLMARK_P53_PATHWAY
DDIT4,hallmark,HALLMARK_GLYCOLYSIS
DDIT3,hallmark,HALLMARK_APOPTOSIS
DDIT3,hallmark,HALLMARK_HYPOXIA
DDIT3,hallmark,HALLMARK_P53_PATHWAY
ADORA2B,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
ADORA2B,hallmark,HALLMARK_HYPOXIA
ADORA2B,hallmark,HALLMARK_GLYCOLYSIS
INHA,hallmark,HALLMARK_HYPOXIA
CP,hallmark,HALLMARK_HYPOXIA
CP,hallmark,HALLMARK_COMPLEMENT
BRS3,hallmark,HALLMARK_HYPOXIA
GPC3,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
GPC3,hallmark,HALLMARK_HYPOXIA
GPC3,hallmark,HALLMARK_GLYCOLYSIS
DDIT3,hallmark,HALLMARK_APOPTOSIS
DDIT3,hallmark,HALLMARK_HYPOXIA
DDIT3,hallmark,HALLMARK_P53_PATHWAY
EDN2,hallmark,HALLMARK_HYPOXIA
B4GALNT2,hallmark,HALLMARK_HYPOXIA
ENO3,hallmark,HALLMARK_FATTY_ACID_METABOLISM
ENO3,hallmark,HALLMARK_IL2_STAT5_SIGNALING
ENO3,hallmark,HALLMARK_HYPOXIA
NR3C1,hallmark,HALLMARK_HYPOXIA
GBE1,hallmark,HALLMARK_HYPOXIA
KDM3A,hallmark,HALLMARK_HYPOXIA
KLF7,hallmark,HALLMARK_HYPOXIA
KLF7,hallmark,HALLMARK_COAGULATION
TPST2,hallmark,HALLMARK_HYPOXIA
PRDX5,hallmark,HALLMARK_BILE_ACID_METABOLISM
PRDX5,hallmark,HALLMARK_HYPOXIA
PFKP,hallmark,HALLMARK_HYPOXIA
PFKP,hallmark,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY
PFKP,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
PFKP,hallmark,HALLMARK_GLYCOLYSIS
HK1,hallmark,HALLMARK_HYPOXIA
TPD52,hallmark,HALLMARK_ANDROGEN_RESPONSE
TPD52,hallmark,HALLMARK_HYPOXIA
TPD52,hallmark,HALLMARK_PROTEIN_SECRETION
TPD52,hallmark,HALLMARK_ALLOGRAFT_REJECTION
DPYSL4,hallmark,HALLMARK_HYPOXIA
DPYSL4,hallmark,HALLMARK_GLYCOLYSIS
PPARGC1A,hallmark,HALLMARK_HYPOXIA
NEDD4L,hallmark,HALLMARK_HYPOXIA
SLC2A1,hallmark,HALLMARK_HYPOXIA
NOCT,hallmark,HALLMARK_HYPOXIA
CA12,hallmark,HALLMARK_HYPOXIA
LXN,hallmark,HALLMARK_HYPOXIA
GAPDHS,hallmark,HALLMARK_HYPOXIA
GAPDHS,hallmark,HALLMARK_GLYCOLYSIS
GAPDHS,hallmark,HALLMARK_FATTY_ACID_METABOLISM
SREBF2,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
ACAT2,hallmark,HALLMARK_FATTY_ACID_METABOLISM
ACAT2,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
FABP5,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
GUSB,hallmark,HALLMARK_GLYCOLYSIS
GUSB,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
ANTXR2,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
STARD4,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
ECH1,hallmark,HALLMARK_FATTY_ACID_METABOLISM
ECH1,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
ECH1,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
CBS,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
TRIB3,hallmark,HALLMARK_P53_PATHWAY
TRIB3,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
ABCA2,hallmark,HALLMARK_BILE_ACID_METABOLISM
ABCA2,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
FBXO6,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
FADS2,hallmark,HALLMARK_BILE_ACID_METABOLISM
