# Downloaded from https://omnipathdb.org/interactions/?fields=sources,references&genesymbols=1&databases=CellChatDB on 2022-09-29
source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	sources	references
P35318	P30988	ADM	CALCR	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:12565884;Baccin2019:15692146;CellTalkDB:10781016;Cellinker:12565884;Cellinker:15692146;Guide2Pharma:12565884;Guide2Pharma:15692146;LRdb:13;LRdb:15692146;connectomeDB2020:12565884;connectomeDB2020:15692146;scConnect:12565884;scConnect:15692146
P06881	P30988	CALCA	CALCR	1	1	0	1	1	0	CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;ICELLNET;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	CellTalkDB:2158663;Cellinker:10342886;Cellinker:11023820;Cellinker:11033437;Cellinker:12565884;Cellinker:14722252;Cellinker:15692146;Cellinker:2158663;Cellinker:7588285;Cellinker:9487987;Guide2Pharma:10342886;Guide2Pharma:11023820;Guide2Pharma:11033437;Guide2Pharma:12565884;Guide2Pharma:14722252;Guide2Pharma:15692146;Guide2Pharma:26125036;Guide2Pharma:7588285;Guide2Pharma:9487987;ICELLNET:1331173;ICELLNET:6148938;LRdb:10342886;LRdb:11023820;LRdb:11033437;LRdb:12565884;LRdb:14722252;LRdb:15692146;LRdb:2158663;LRdb:7588285;LRdb:9487987;connectomeDB2020:10342886;connectomeDB2020:11023820;connectomeDB2020:11033437;connectomeDB2020:12565884;connectomeDB2020:14722252;connectomeDB2020:15692146;connectomeDB2020:2158663;connectomeDB2020:7588285;connectomeDB2020:9487987;scConnect:10342886;scConnect:11023820;scConnect:11033437;scConnect:12565884;scConnect:14722252;scConnect:15692146;scConnect:26125036;scConnect:7588285;scConnect:9487987
P01258	P30988	CALCA	CALCR	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10342886;Baccin2019:11023820;Baccin2019:11033437;Baccin2019:12565884;Baccin2019:14722252;Baccin2019:15692146;Baccin2019:2158663;Baccin2019:7588285;Baccin2019:9487987;CellTalkDB:2158663;Cellinker:10342886;Cellinker:11023820;Cellinker:11033437;Cellinker:12565884;Cellinker:14722252;Cellinker:15692146;Cellinker:2158663;Cellinker:7588285;Cellinker:9487987;Guide2Pharma:10342886;Guide2Pharma:11023820;Guide2Pharma:11033437;Guide2Pharma:12565884;Guide2Pharma:14722252;Guide2Pharma:15692146;Guide2Pharma:26125036;Guide2Pharma:7588285;Guide2Pharma:9487987;LRdb:10342886;LRdb:11023820;LRdb:11033437;LRdb:12565884;LRdb:14722252;LRdb:15692146;LRdb:2158663;LRdb:7588285;LRdb:9487987;connectomeDB2020:10342886;connectomeDB2020:11023820;connectomeDB2020:11033437;connectomeDB2020:12565884;connectomeDB2020:14722252;connectomeDB2020:15692146;connectomeDB2020:2158663;connectomeDB2020:7588285;connectomeDB2020:9487987;scConnect:10342886;scConnect:11023820;scConnect:11033437;scConnect:12565884;scConnect:14722252;scConnect:15692146;scConnect:26125036;scConnect:7588285;scConnect:9487987
P10997	P30988	IAPP	CALCR	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10342886;Baccin2019:12529937;Baccin2019:9487987;CellTalkDB:10342886;Cellinker:10342886;Cellinker:12529937;Cellinker:9487987;Guide2Pharma:10342886;Guide2Pharma:24169554;Guide2Pharma:9487987;LRdb:10342886;LRdb:12529937;LRdb:9487987;connectomeDB2020:10342886;connectomeDB2020:12529937;connectomeDB2020:9487987;scConnect:10342886;scConnect:24169554;scConnect:9487987
P10092	P30988	CALCB	CALCR	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10342886;Baccin2019:11023820;Baccin2019:11033437;Baccin2019:12565884;Baccin2019:14722252;Baccin2019:15692146;Baccin2019:2158663;Baccin2019:7588285;Baccin2019:9487987;CellTalkDB:15692146;Cellinker:15692146;Guide2Pharma:15692146;LRdb:15692146;connectomeDB2020:15692146;scConnect:15692146
Q9ULZ1	P35414	APLN	APLNR	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10617103;Baccin2019:10777510;Baccin2019:11336787;Baccin2019:12603839;Baccin2019:12939143;Baccin2019:15341513;Baccin2019:9792798;CellTalkDB:10617103;Guide2Pharma:10777510;Guide2Pharma:11336787;Guide2Pharma:12603839;Guide2Pharma:12939143;Guide2Pharma:15341513;HPMR:10802050;HPMR:9792798;HPRD:12603839;LRdb:10617103;LRdb:10777510;LRdb:11336787;LRdb:12603839;LRdb:12939143;LRdb:15341513;LRdb:9792798;connectomeDB2020:10617103;connectomeDB2020:10777510;connectomeDB2020:11336787;connectomeDB2020:12603839;connectomeDB2020:12939143;connectomeDB2020:15341513;connectomeDB2020:9792798;scConnect:10777510;scConnect:11336787;scConnect:12603839;scConnect:12939143;scConnect:15341513
P0DMC3	P35414	APELA	APLNR	1	1	0	1	1	0	CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Guide2Pharma;Guide2Pharma_CellPhoneDB;connectomeDB2020;scConnect	CellChatDB:25995451;CellTalkDB:28663440;Cellinker:25995451;Cellinker:29079036;Cellinker:29357134;Guide2Pharma:25995451;connectomeDB2020:25639753;connectomeDB2020:26611206;connectomeDB2020:28137936;scConnect:25995451
P01019	P30556	AGT	AGTR1	1	1	0	1	1	0	CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;SIGNOR;Wang;connectomeDB2020;iTALK;scConnect;talklr	CellTalkDB:10993080;Guide2Pharma:10193788;Guide2Pharma:12006574;Guide2Pharma:21464395;HPRD:15930094;LRdb:10193788;LRdb:10993080;LRdb:12006574;LRdb:15930094;LRdb:21464395;SIGNOR:16597412;SIGNOR:17346243;connectomeDB2020:10193788;connectomeDB2020:10993080;connectomeDB2020:12006574;connectomeDB2020:15930094;connectomeDB2020:21464395;scConnect:10193788;scConnect:12006574;scConnect:21464395
P07225	P30530	PROS1	AXL	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:78670737867073;CellChatDB:29531161;CellTalkDB:7867073;Cellinker:29531161;Guide2Pharma:7867073;LRdb:7867073;SIGNOR:7867073;connectomeDB2020:7867073;scConnect:7867073
Q9Y275	Q96RJ3	TNFSF13B	TNFRSF13C	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:11509692;Baccin2019:12721620;Baccin2019:15851487;CellTalkDB:15851487;Cellinker:11509692;Cellinker:12721620;Cellinker:15851487;HPMR:15851487;HPRD:11509692;HPRD:12721620;ICELLNET:11239407;InnateDB:12571250;LRdb:11509692;LRdb:12721620;LRdb:15851487;SIGNOR:15644327;SIGNOR:15851487;connectomeDB2020:11509692;connectomeDB2020:12721620;connectomeDB2020:15851487
P08949	P28336	NMB	NMBR	1	1	0	1	1	0	Baccin2019;CellChatDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10454496;Baccin2019:10544247;Baccin2019:15169928;Baccin2019:7838118;Baccin2019:8253343;Baccin2019:8392057;CellTalkDB:10544247;Cellinker:10454496;Cellinker:10544247;Cellinker:15169928;Cellinker:7838118;Cellinker:8253343;Cellinker:8392057;Guide2Pharma:18055507;Guide2Pharma:21729729;Guide2Pharma:25976083;HPMR:15169928;HPRD:10544247;HPRD:8253343;HPRD:8392057;LRdb:10454496;LRdb:10544247;LRdb:15169928;LRdb:7838118;LRdb:8253343;LRdb:8392057;SIGNOR:11313903;connectomeDB2020:10454496;connectomeDB2020:10544247;connectomeDB2020:15169928;connectomeDB2020:7838118;connectomeDB2020:8253343;connectomeDB2020:8392057;scConnect:18055507;scConnect:21729729;scConnect:25976083
P07492	P30550	GRP	GRPR	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10454496;Baccin2019:1720612;Baccin2019:19463875;Baccin2019:7838118;CellTalkDB:19463875;Cellinker:10454496;Cellinker:1720612;Cellinker:19463875;Cellinker:7838118;Guide2Pharma:10454496;Guide2Pharma:21729729;Guide2Pharma:7838118;HPRD:7838118;LRdb:10454496;LRdb:1720612;LRdb:19463875;LRdb:7838118;SIGNOR:17251915;connectomeDB2020:10454496;connectomeDB2020:1720612;connectomeDB2020:19463875;connectomeDB2020:7838118;scConnect:10454496;scConnect:19463875;scConnect:21729729;scConnect:7838118
O75888	Q02223	TNFSF13	TNFRSF17	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;UniProt_LRdb;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10973284;Baccin2019:14764606;CellTalkDB:14764606;Cellinker:10973284;Cellinker:14764606;HPMR:14764606;HPRD:10973284;ICELLNET:11239407;LRdb:11;LRdb:14764606;SIGNOR:10973284;connectomeDB2020:10973284;connectomeDB2020:14764606
Q9Y275	Q02223	TNFSF13B	TNFRSF17	1	1	0	1	1	0	Baccin2019;BioGRID;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10801128;Baccin2019:10908663;Baccin2019:10973284;BioGRID:10908663;CellTalkDB:10973284;Cellinker:10801128;Cellinker:10908663;Cellinker:10973284;HPRD:10801128;HPRD:10908663;HPRD:10973284;ICELLNET:11239407;InnateDB:12571250;LRdb:10801128;LRdb:10908663;LRdb:10973284;Lit-BM-17:10801128;Lit-BM-17:10908663;Lit-BM-17:12721620;connectomeDB2020:10801128;connectomeDB2020:10908663;connectomeDB2020:10973284
P01042	P46663	KNG1	BDKRB1	1	1	0	1	1	0	CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	CellTalkDB:8856107;Cellinker:10422787;Cellinker:8063797;Cellinker:9111052;Cellinker:9313952;Guide2Pharma:10422787;Guide2Pharma:8735629;Guide2Pharma:9111052;Guide2Pharma:9313952;HPMR:8063797;LRdb:10422787;LRdb:8063797;LRdb:9111052;LRdb:9313952;connectomeDB2020:10422787;connectomeDB2020:8063797;connectomeDB2020:9111052;connectomeDB2020:9313952;scConnect:10422787;scConnect:8735629;scConnect:9111052;scConnect:9313952
P01042	P30411	KNG1	BDKRB2	1	1	0	1	1	0	CellCall;CellChatDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	CellTalkDB:8063797;Cellinker:8063797;Cellinker:8302267;Cellinker:9203620;Guide2Pharma:8302267;Guide2Pharma:9203620;HPMR:8063797;LRdb:8063797;LRdb:8302267;LRdb:9203620;SIGNOR:28966616;connectomeDB2020:8063797;connectomeDB2020:8302267;connectomeDB2020:9203620;scConnect:8302267;scConnect:9203620
P01024	Q16581	C3	C3AR1	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	CellTalkDB:11342658;Cellinker:11342658;Cellinker:20527893;Guide2Pharma:20527893;Guide2Pharma:9476119;HPMR:11342658;HPRD:11342658;ICELLNET:8702752;LRdb:11342658;LRdb:21;SIGNOR:8765043;connectomeDB2020:11342658;connectomeDB2020:20527893;scConnect:20527893;scConnect:9476119
P01031	P21730	C5	C5AR1	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10602324;Baccin2019:11773063;Baccin2019:15661745;Baccin2019:1847994;Baccin2019:9553099;Baccin2019:9881961;CellTalkDB:1847994;Cellinker:10602324;Cellinker:11773063;Cellinker:15661745;Cellinker:1847994;Cellinker:9553099;Cellinker:9881961;Guide2Pharma:10602324;Guide2Pharma:11773063;Guide2Pharma:15661745;HPMR:1847994;HPRD:9553099;LRdb:10602324;LRdb:11773063;LRdb:15661745;LRdb:1847994;LRdb:9553099;LRdb:9881961;SIGNOR:1847994;connectomeDB2020:10602324;connectomeDB2020:11773063;connectomeDB2020:15661745;connectomeDB2020:1847994;connectomeDB2020:9553099;connectomeDB2020:9881961;scConnect:10602324;scConnect:11773063;scConnect:15661745;scConnect:9881961
P06307	P32238	CCK	CCKAR	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10368033;Baccin2019:10400673;Baccin2019:10595537;Baccin2019:11300760;Baccin2019:9006937;Baccin2019:9603948;CellTalkDB:10368033;Cellinker:10368033;Cellinker:10400673;Cellinker:10595537;Cellinker:11300760;Cellinker:9006937;Cellinker:9603948;HPRD:10400673;HPRD:10595537;HPRD:11300760;HPRD:9006937;HPRD:9603948;LRdb:10368033;LRdb:10400673;LRdb:10595537;LRdb:11300760;LRdb:9006937;LRdb:9603948;SIGNOR:10368033;connectomeDB2020:10368033;connectomeDB2020:10400673;connectomeDB2020:10595537;connectomeDB2020:11300760;connectomeDB2020:9006937;connectomeDB2020:9603948
P06307	P32239	CCK	CCKBR	1	1	0	1	1	0	Baccin2019;BioGRID;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10368033;Baccin2019:10438490;Baccin2019:12695525;Baccin2019:15001692;Baccin2019:15068617;Baccin2019:15520004;Baccin2019:7681836;Baccin2019:8349705;BioGRID:12695525;BioGRID:15001692;BioGRID:15520004;CellTalkDB:10368033;Cellinker:10368033;Cellinker:10438490;Cellinker:12695525;Cellinker:15001692;Cellinker:15068617;Cellinker:15520004;Cellinker:7681836;Cellinker:8349705;Guide2Pharma:7681836;Guide2Pharma:8349705;HPRD:10438490;HPRD:12695525;HPRD:15001692;HPRD:15068617;HPRD:15520004;LRdb:10368033;LRdb:10438490;LRdb:12695525;LRdb:15001692;LRdb:15068617;LRdb:15520004;LRdb:7681836;LRdb:8349705;Lit-BM-17:12695525;Lit-BM-17:15001692;Lit-BM-17:15520004;Lit-BM-17:23597562;SIGNOR:10368033;connectomeDB2020:10368033;connectomeDB2020:10438490;connectomeDB2020:12695525;connectomeDB2020:15001692;connectomeDB2020:15068617;connectomeDB2020:15520004;connectomeDB2020:7681836;connectomeDB2020:8349705;scConnect:7681836;scConnect:8349705
Q99616	P32246	CCL13	CCR1	1	1	0	1	1	0	CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;KEGG-MEDICUS;Kirouac2010;LRdb;Ramilowski2015;Wang;iTALK;scConnect;talklr	CellTalkDB:10699158;Cellinker:23846739;LRdb:10699158
P80075	P32246	CCL8	CCR1	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;KEGG-MEDICUS;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:76793288631787;CellPhoneDB:24218476;Cellinker:9115216;DIP:9115216;HPRD:9115216;ICELLNET:22633458;InnateDB:9115216;LRdb:10699158;connectomeDB2020:9115216
Q16627	P32246	CCL14	CCR1	1	1	0	1	1	0	CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;KEGG-MEDICUS;Kirouac2010;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	CellPhoneDB:24218476;CellTalkDB:24218476;Cellinker:11085751;Cellinker:12381680;Cellinker:20483925;Cellinker:9687537;DIP:9687537;Guide2Pharma:12381680;HPRD:11085751;ICELLNET:22633458;InnateDB:12381680;InnateDB:15905581;InnateDB:9346309;InnateDB:9548457;LRdb:9405404;connectomeDB2020:11085751;connectomeDB2020:12381680;connectomeDB2020:9687537;scConnect:12381680
Q16663	P32246	CCL15	CCR1	1	1	0	1	1	0	CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;KEGG-MEDICUS;Kirouac2010;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;scConnect;talklr	CellTalkDB:10699158;Cellinker:9346309;DIP:9346309;Guide2Pharma:9346309;HPRD:9346309;ICELLNET:9346309;LRdb:10699158;connectomeDB2020:9346309;scConnect:9346309
P55773	P32246	CCL23	CCR1	1	1	0	1	1	0	CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;KEGG-MEDICUS;Kirouac2010;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	CellPhoneDB:24218476;CellTalkDB:10699158;Cellinker:10660125;Cellinker:12381680;Cellinker:9558365;Cellinker:9886417;Guide2Pharma:12381680;HPRD:10660125;HPRD:9558365;HPRD:9886417;ICELLNET:22633458;LRdb:10699158;connectomeDB2020:10660125;connectomeDB2020:12381680;connectomeDB2020:9558365;connectomeDB2020:9886417;scConnect:12381680
P10147	P32246	CCL3	CCR1	1	1	0	1	1	0	CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;KEGG-MEDICUS;Kirouac2010;LRdb;Ramilowski2015;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	CellPhoneDB:24218476;Cellinker:10202040;Cellinker:10660125;Cellinker:11170631;Cellinker:12381680;Cellinker:7545673;Cellinker:8530354;Cellinker:9115216;Cellinker:9624164;DIP:10488147;DIP:10498628;DIP:10910894;DIP:7545673;DIP:7622448;DIP:8530354;DIP:9115216;DIP:9169459;DIP:9207005;DIP:9336350;DIP:9687537;Guide2Pharma:11170631;Guide2Pharma:12381680;Guide2Pharma:8530354;Guide2Pharma:9624164;HPRD:10202040;HPRD:10660125;HPRD:7545673;ICELLNET:22633458;InnateDB:12381680;InnateDB:23765404;InnateDB:7545673;InnateDB:8530354;InnateDB:9115216;LRdb:10699158;SIGNOR:10734056;SIGNOR:20219869;connectomeDB2020:10202040;connectomeDB2020:10660125;connectomeDB2020:11170631;connectomeDB2020:12381680;connectomeDB2020:7545673;connectomeDB2020:8530354;connectomeDB2020:9115216;connectomeDB2020:9624164;scConnect:11170631;scConnect:12381680;scConnect:8530354;scConnect:9624164
